Code,Genus,Species,midribVLA,SecondaryVLA,TertiaryVLA,MajVLA
507,Iryanthera,sagotiana,0.29111129999999996,1.4383675865,2.4846374559999997,4.2141163425
508,Jacaranda,copaia,0.40724033800000004,1.8778784245,5.354192879499999,7.639311642
510,Jacaranda,copaia,0.464952779,1.9669103795000002,3.6932989215000003,6.1251620795
511,Vouacapoua,americana,0.3396008105,1.7649700435,4.3900807685,6.494651622
512,Vouacapoua,americana,0.3970878115,2.0254138834999997,5.0841843115,7.506686007
513,Vouacapoua,americana,0.4571823035,2.467071518,6.769980953499999,9.694234775
514,Jacaranda,copaia,0.5202512515,1.8361469055,5.665584858,8.021983015
515,Vouacapoua,americana,0.221490889,1.272050558,3.7161359564999996,5.209677403500001
516,Vouacapoua,americana,0.356645523,1.6624832335000002,3.429082536,5.4482112925
517,Jacaranda,copaia,0.4024992505,1.693087305,4.079170420500001,6.174756974999999
518,Virola,michelii,0.43340122550000004,2.6084669075,6.626382086,9.6682502195
519,Hymenopus,heteromorphus,0.3248637195,1.564064783,3.7366138795,5.6255423825
520,Iryanthera,sagotiana,0.3149564775,1.5111536349999999,4.7761971965,6.6023073095000004
522,Iryanthera,sagotiana,0.290445961,1.799398753,6.6611625815,8.751007296000001
523,Vouacapoua,americana,0.314673993,1.56750166,4.0107296325,5.8929052855
524,Jacaranda,copaia,0.4505747065,1.8215409045,3.9523064365,6.2244220465
525,Licania,membranacea,0.33747578050000004,1.415905052,6.313610457,8.0669912895
526,Gustavia,hexapetala,0.22965757199999998,1.0064001515,2.6681502735000002,3.9042079965000003
527,Poraqueiba,guianensis,0.2158565455,0.915806769,3.8526314260000003,4.98429474
528,Tachigali,melinonii,0.5424375195,2.1591032165,5.7472187075,8.448759444
529,Bocoa,prouacensis,0.3256924645,1.9033788575,4.0584564525,6.287527774
530,Licania,membranacea,0.2058500755,0.9729140955,2.808201828,3.9869659989999997
531,Licania,membranacea,0.20976195549999999,1.098670245,4.863039369,6.1714715694999995
534,Symphonia,globulifera,0.3069420695,3.8041531595,6.39397901,10.505074239999999
535,Symphonia,globulifera,0.416990963,5.341945841499999,4.4728459205,10.231782725999999
536,Virola,surinamensis,0.402542804,2.7579372810000002,12.43434481,15.59482489
537,Virola,surinamensis,0.328969644,1.836403006,8.492706545499999,10.658079195
538,Carapa,guianensis,0.2160382675,1.3368421334999998,3.5503681635,5.1032485649999995
539,Protium,opacum,0.221530092,1.237390069,2.627462521,4.086382682
540,Protium,opacum,0.265004449,1.458582985,5.4187501005000005,7.1423375345
541,Protium,opacum,0.2116723605,1.1790138405000001,2.0583626930000003,3.4490488944999997
542,Protium,opacum,0.2119523705,1.2744113819999998,2.338824836,3.8251885884999997
543,Protium,opacum,0.239935185,1.18026454,2.097602991,3.5178027155000002
544,Symphonia,globulifera,0.331191993,2.903043185,2.74021371,5.9744488879999995
545,Virola,surinamensis,0.2345619035,1.8519107245,5.006416908,7.092889536
546,Laetia,procera,0.196237302,1.445110542,5.9045601229999995,7.5459079665
547,Protium,opacum,0.248640473,1.2950245434999998,3.242931422,4.786596438
548,Laetia,procera,0.15745231399999998,1.171549717,4.79584235,6.1248443815
549,Laetia,procera,0.167933891,1.2233497165,4.7274453085,6.118728916
550,Protium,opacum,0.466396982,1.9552318535,5.9245044465,8.346133282
551,Virola,surinamensis,0.437092415,2.780256605,5.984386187,9.201735207
552,Laetia,procera,0.15591948849999998,0.902539286,3.9286708595,4.9871296350000005
553,Protium,opacum,0.199863142,1.1234069565,2.4867324835,3.810002582
554,Protium,opacum,0.325953801,1.6478875099999999,3.1178841095,5.0917254199999995
555,Laetia,procera,0.18635732,1.4305147555,5.7505709275,7.3674430035
557,Carapa,guianensis,0.1540857625,1.0733465660000001,2.5560339825,3.783466311
558,Virola,surinamensis,0.47835139950000005,2.9637997755,11.665327673,15.10747885
559,Carapa,guianensis,0.2979374225,1.823609767,5.1894950445,7.3110422335
560,Virola,surinamensis,0.3739331005,2.3809461185,8.838315005,11.593194225
561,Virola,surinamensis,0.672176609,3.498830957,11.802904524999999,15.973912089999999
562,Carapa,guianensis,0.2324055235,1.554944659,3.0826425019999997,4.869992685
564,Carapa,guianensis,0.16140004149999998,0.9218511005000001,2.5876931484999997,3.6709442905
565,Virola,surinamensis,0.3286921075,1.839204114,8.507345759,10.67524198
566,Virola,surinamensis,0.373875572,2.367822851,9.2264192305,11.96811765
567,Virola,surinamensis,0.3501257365,2.228238053,7.284491308,9.862855097499999
570,Laetia,procera,0.1645139635,1.1486418105,3.832297983,5.1454537575
571,Carapa,guianensis,0.2962106315,1.951587459,8.7191771085,10.9669752
572,Tachigali,melinonii,0.6587752545000001,1.8964961445000001,9.7392128835,12.294484285
573,Jacaranda,copaia,0.561183542,2.220119021,7.6326300385,10.4139326005
574,Tachigali,melinonii,0.4910443635,1.7030374685,11.248085164999999,13.442167000000001
575,Tachigali,melinonii,0.442564805,1.855624915,6.0935479895,8.391737710000001
576,Protium,stevensonii,0.37289113949999997,1.813752953,1.9768042590000001,4.1634483515000005
577,Jacaranda,copaia,0.491170067,1.7492882745,8.0350881275,10.275546469
579,Licania,membranacea,0.2267891645,1.0746832464999998,3.1207171105000002,4.4221895215
580,Poraqueiba,guianensis,0.297917396,1.3011169085,3.4327291659999997,5.0317634705
581,Iryanthera,sagotiana,0.37473310049999997,1.8707765775,9.6170630905,11.86257277
582,Iryanthera,sagotiana,0.29621012950000003,1.847093,7.6042808515,9.747583983
583,Poraqueiba,guianensis,0.191627954,1.047807159,2.5443200145000002,3.7837551279999997
584,Gustavia,hexapetala,0.197588573,0.8970115365,2.01452571,3.109125819
585,Eschweilera,coriacea,0.385252277,1.6069077615,4.867437693499999,6.8595977315
586,Eschweilera,coriacea,0.2196588645,1.253828425,4.587515406,6.0610026955
587,Bocoa,prouacensis,0.187920623,1.1222547305,4.2448780765,5.55505343
588,Gustavia,hexapetala,0.21322262549999998,1.04463574,2.5881749395,3.8460333054999998
589,Gustavia,hexapetala,0.370048604,1.6002380965,3.188456623,5.158743323
590,Gustavia,hexapetala,0.21985923899999998,0.9295967055,2.2548365395,3.4042924835
591,Eschweilera,coriacea,0.299439797,2.0268043980000003,5.1413038454999995,7.4675480395000005
592,Eschweilera,coriacea,0.2191367025,1.1864280765,3.894820191,5.300384971
593,Eschweilera,coriacea,0.199341147,1.1605746135000001,3.6512310765000002,5.0111468375
594,Virola,michelii,0.20646762600000002,1.3514071570000001,3.675539006,5.233413789
595,Eschweilera,coriacea,0.174792725,1.0821142529999999,2.4193968960000003,3.676303873
596,Eschweilera,coriacea,0.194919744,1.0878617,3.235770698,4.518552142
597,Eschweilera,coriacea,0.28611222599999997,1.3064005685,4.6053421275,6.197854921999999
598,Eschweilera,coriacea,0.1438304195,0.7671159165,2.9355250474999997,3.846471384
599,Eschweilera,coriacea,0.4201554025,1.940466909,6.069342363500001,8.429964674499999
600,Virola,michelii,0.1713064145,1.1533116225,1.6782082875,3.0028263245
601,Hymenopus,heteromorphus,0.159496801,1.065341017,2.7439693615,3.9688071799999998
602,Hymenopus,heteromorphus,0.16174031649999998,1.11031683,2.9612202815,4.2332774285
603,Protium,opacum,0.21122058100000002,1.17233695,2.7590206175,4.1425781485
604,Hymenopus,heteromorphus,0.21270430899999998,1.3758414399999999,2.0657703605,3.6543161095
605,Symphonia,globulifera,0.374040719,2.976858231,4.1625104375,7.513409387499999
606,Protium,opacum,0.2599033045,1.7065889694999998,2.3040607069999997,4.270552981
607,Carapa,guianensis,0.17814680300000002,0.924970546,2.274601782,3.3777191315
608,Carapa,guianensis,0.27044294449999995,1.4298923769999998,2.783787639,4.4841229600000005
609,Carapa,guianensis,0.226488935,1.5237972775,3.4791265475,5.229412759500001
610,Symphonia,globulifera,0.328580128,4.707342773000001,3.5605025315,8.5964254325
611,Symphonia,globulifera,0.344025146,3.2638834485,5.5918356045,9.199744198000001
612,Symphonia,globulifera,0.416102756,4.9122376755,6.6434138560000005,11.97175429
613,Symphonia,globulifera,0.33167932899999997,3.217460732,7.776554583499999,11.325694645
614,Pterocarpus,officinalis,0.3076959725,1.388304868,4.4466728565,6.142673697499999
615,Pterocarpus,officinalis,0.387526427,1.9026052249999998,3.362605373,5.652737025
616,Carapa,guianensis,0.30395872599999996,1.515134782,4.138602991,5.957696499
617,Pterocarpus,officinalis,0.513213225,2.006292709,4.3632023055,6.882708239499999
618,Pterocarpus,officinalis,0.6294093789999999,2.646378222,5.3089031865,8.584690787500001
619,Pterocarpus,officinalis,0.225165348,1.106897217,3.3587946035,4.690857168999999
620,Pterocarpus,officinalis,0.3523562145,1.8142435749999999,4.590170463,6.7567702525
621,Pterocarpus,officinalis,0.3383465825,2.1271465335,5.085156609,7.5506497249999995
622,Pterocarpus,officinalis,0.46715148,2.3905484560000003,4.525931089,7.383631025
623,Pterocarpus,officinalis,0.6277596155,2.4721159805,5.1677250415,8.2676006375
624,Pterocarpus,officinalis,0.34075573400000003,1.5622376485,5.1034899750000005,7.0064833570000005
625,Jacaranda,copaia,1.101024093,3.5724373105,4.2669336165,8.94039502
626,Laetia,procera,0.2115976525,1.217497435,5.184769822,6.61386491
627,Laetia,procera,0.237071142,1.583466138,3.1799786395,5.0005159195
628,Laetia,procera,0.15796621649999998,1.0901463654999999,3.3110544265,4.559167008
629,Eperua,falcata,0.3543753805,3.095951774,8.0341543385,11.484481495
630,Eperua,falcata,0.3999388285,2.7800889885,8.5262905355,11.70631835
631,Eperua,falcata,0.395427219,2.9676372085000002,6.1485426755,9.511607101
632,Eperua,falcata,0.35101839749999997,2.199779884,6.294860755,8.845659037
633,Laetia,procera,0.18890070850000001,1.3981087049999998,4.2742575455,5.8612669595
634,Eperua,falcata,0.2946924995,2.0074539815000003,4.117113134,6.4192596145
635,Eperua,falcata,0.3858893825,2.350813278,4.763507064500001,7.5002097249999995
636,Eperua,falcata,0.3223241665,2.244052454,5.860669366,8.427045986500001
637,Eperua,falcata,0.3448180445,2.6576554625,3.5567356295,6.559209136
638,Eperua,falcata,0.3429591805,2.4292939935,6.184178439,8.956431614
639,Eperua,falcata,0.373055888,2.9928236239999997,2.349480519,5.715360030499999
640,Tachigali,melinonii,0.6616787825,2.7973784439999996,5.8672581085,9.3263153345
641,Tachigali,melinonii,0.38815441399999995,1.6705718250000001,6.4382610615,8.496987301499999
642,Tachigali,melinonii,0.55052531,2.499961206,4.630464881,7.6809513979999995
643,Jacaranda,copaia,0.303423934,1.3727460965,2.932673905,4.6088439354999995
644,Jacaranda,copaia,0.497539328,1.9739825789999998,4.062416092,6.533937999
645,Iryanthera,hostmannii,0.276828423,1.5024399005,2.777737782,4.557006105
646,Iryanthera,hostmannii,0.30437346249999997,1.843368072,2.7813353885,4.9290769225
647,Iryanthera,hostmannii,0.4316604615,2.258487401,2.567244343,5.2573922055
648,Iryanthera,hostmannii,0.21649154599999998,1.2958733439999999,2.615523905,4.1278887955
649,Iryanthera,hostmannii,0.258333998,1.5745448345000002,2.3727491355000003,4.205627968
650,Iryanthera,hostmannii,0.246399903,1.6757067895,2.55962005,4.481726743
651,Jacaranda,copaia,0.3798083915,1.568967415,3.6839462675,5.6327220745
652,Jacaranda,copaia,0.45822341499999997,1.807240712,3.389962368,5.6554264945
653,Iryanthera,hostmannii,0.18846208199999998,1.367963934,2.600720428,4.1571464435
654,Iryanthera,hostmannii,0.2441565215,1.9508789800000002,4.0490719975000005,6.244107499
655,Iryanthera,hostmannii,0.225271975,1.379134029,2.0299653405,3.634371345
656,Iryanthera,hostmannii,0.2405524115,1.2630198264999999,2.67637714,4.1799493785
