Code,Plot,Subplot,idTree,FieldNbr,Forest,TreeHeight,TreeDawkins,BranchHeight,BranchDawkins,CrownPosition,CommentField,CommentLab,Genus,Species,spName,Habitat,pref Habitat,FW,SW,DW,Comment_Lab,LSWC,FvFm,LA,gmin,Ptlp,Leaf area,Midrib VLA,2VLA,3VLA,MajVLA
443,5,99,27799,27,Bafog,14,2,14,3,sup,,,Iryanthera,hostmannii,Iryanthera_hostmannii,BF,BF,2.1436,2.1726,0.752,,1.889095745,816,75.79613873,1.402742803,-1.56787,109.3953204,0.202915919,0.953033323,1.892648567,3.048597808
444,5,19,25275,50,Bafog,17,2,15,2,inf,,,Conceveiba,guianensis,Conceveiba_guianensis,TF,Generalist,1.4241,1.4717,0.5734,,1.56662016,797,138.8789838,1.59277447,-1.4819775,197.9434594,0.136401456,0.673778443,2.18849289,2.998672788
445,5,18,25207,10,Bafog,24,3,18,3,sup,,,Protium,stevensonii,Protium_stevensonii,BF,Generalist,1.1646,1.1975,0.5885,,1.034834325,782,47.6472535,7.584009889,-1.7496425,69.32749556,0.186685571,1.192373644,1.946037598,3.325096813
446,5,24,25442,25,Bafog,16,2,14,2,inf,,,Chrysophyllum,prieurii,Chrysophyllum_prieurii,TF,Generalist,3.3692,3.554,1.5553,,1.285089693,774,90.69287305,5.461083898,-1.6657475,128.225186,0.152974614,0.980848826,1.946260537,3.080083977
447,5,4,24752,8,Bafog,28,4,24,5,middle,,,Jacaranda,copaia,Jacaranda_copaia subsp. copaia,TF,Generalist,0.3136,0.3231,0.114,,1.834210526,764,14.84825155,7.707003833,,21.48189748,0.369084708,1.604832258,4.669352657,6.643269623
447,5,4,24752,8,Bafog,28,4,24,5,middle,,,Jacaranda,copaia,Jacaranda_copaia subsp. copaia,TF,Generalist,0.3136,0.3231,0.114,,1.834210526,764,14.84825155,7.707003833,,21.48189748,0.369084708,1.604832258,4.669352657,6.643269623
447,5,4,24752,8,Bafog,28,4,24,5,middle,,,Jacaranda,copaia,Jacaranda_copaia subsp. copaia,TF,Generalist,0.3136,0.3231,0.114,,1.834210526,764,14.84825155,7.707003833,,21.48189748,0.369084708,1.604832258,4.669352657,6.643269623
448,5,3,24733,39,Bafog,12,2,11,2,middle,,,Hymenopus,heteromorphus,Hymenopus_heteromorphus,TF,Generalist,1.199,1.2838,0.5071,,1.531650562,793,73.13197067,2.792630198,-1.5498925,107.5531498,0.172233214,1.032603332,6.275554153,7.480390699
449,5,22,25360,10,Bafog,22,4,20,4,sup,,,Jacaranda,copaia,Jacaranda_copaia subsp. copaia,TF,Generalist,0.6328,0.6534,0.244,,1.677868852,843,17.54032278,5.456687307,,21.45714222,0.385106432,1.724913835,2.93084216,5.040862427
449,5,22,25360,10,Bafog,22,4,20,4,sup,,,Jacaranda,copaia,Jacaranda_copaia subsp. copaia,TF,Generalist,0.6328,0.6534,0.244,,1.677868852,843,17.54032278,5.456687307,,21.45714222,0.385106432,1.724913835,2.93084216,5.040862427
449,5,22,25360,10,Bafog,22,4,20,4,sup,,,Jacaranda,copaia,Jacaranda_copaia subsp. copaia,TF,Generalist,0.6328,0.6534,0.244,,1.677868852,843,17.54032278,5.456687307,,21.45714222,0.385106432,1.724913835,2.93084216,5.040862427
450,5,64,26697,14,Bafog,28,5,24,4,sup,,,Jacaranda,copaia,Jacaranda_copaia subsp. copaia,TF,Generalist,0.6311,0.6462,0.2782,,1.32278936,837,15.14583412,10.69556935,-1.4100675,21.77028142,0.346571422,1.317305326,2.21375237,3.877629118
451,3,57,4699,12,Bafog,24,4,15,3,middle,,,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,2.6397,2.7454,1.2103,,1.268363216,822,87.456627,3.909963758,,122.8325912,0.150827384,0.831482878,2.591588458,3.573898721
451,3,57,4699,12,Bafog,24,4,15,3,middle,,,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,2.6397,2.7454,1.2103,,1.268363216,822,87.456627,3.909963758,-1.7256725,122.8325912,0.150827384,0.831482878,2.591588458,3.573898721
452,3,58,15745,28,Bafog,16,2,14,2,middle,,,Hymenopus,heteromorphus,Hymenopus_heteromorphus,TF,Generalist,2.3057,2.4391,1.0966,,1.224238556,813,80.44516169,2.63988519,-1.6257975,119.9968905,0.155262466,1.129976308,4.598903373,5.884142147
453,3,58,15746,29,Bafog,23,3,17,3,inf,,,Bocoa,prouacensis,Bocoa_prouacensis,TF,Generalist,2.1192,2.1853,0.8957,,1.439767779,776,79.17618993,4.841358987,-1.555885,76.52009898,0.17737932,1.087503653,2.842555448,4.10743842
454,3,57,3709,4,Bafog,13,3,12,3,middle,,,Eschweilera,coriacea,Eschweilera_coriacea,TF,Generalist,2.6521,2.7022,1.1449,,1.360206132,886,165.9438617,1.513608915,-1.4699925,241.0094069,0.124083709,0.846078822,1.620126667,2.590289199
455,3,58,3736,18,Bafog,23,4,16,3,middle,,,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,1.711,1.6967,0.6917,,1.452942027,883,71.78942295,3.520895709,-1.795585,0,,,,
456,3,50,3624,4,Bafog,24,2,22,3,middle,,,Eschweilera,coriacea,Eschweilera_coriacea,TF,Generalist,3.1836,3.3076,1.5179,,1.179063179,777,96.37434354,3.314684627,-1.8215525,138.9257972,0.17320539,0.942020395,1.150728756,2.265954541
457,3,59,3744,6,Bafog,23,3,19,3,inf,,,Hymenopus,heteromorphus,Hymenopus_heteromorphus,TF,Generalist,2.2876,2.3754,1.0327,,1.300183984,842,95.68958685,6.267212675,-1.6238,138.2045054,0.156846239,1.216724821,5.894969032,7.268540092
458,3,59,3751,13,Bafog,21,3,16,3,middle,,,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,3.291,3.4154,1.5086,,1.263953334,835,100.9434649,4.087932778,-1.6497675,142.6331706,0.156799872,0.929176105,1.365066919,2.451042895
459,3,50,3630,11,Bafog,13,3,13,3,sup,,,Eschweilera,coriacea,Eschweilera_coriacea,TF,Generalist,2.4264,2.5201,1.1405,,1.209644893,872,145.5874306,2.400749531,-1.4899675,212.3725941,0.11061432,0.776522082,1.289827294,2.176963695
460,3,59,15759,29,Bafog,27,4,25,4,sup,,,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,3.0628,3.1995,1.327,,1.411077619,844,128.8965366,2.387087857,-1.995335,184.4676327,0.128547144,0.657456968,2.270142101,3.056146213
461,3,51,3636,3,Bafog,14,3,12,2,inf,,,Poraqueiba,guianensis,Poraqueiba_guianensis,TF,TF,3.3141,3.4825,1.5658,,1.224102695,867,123.9484315,1.374406457,-1.7456475,180.7254384,0.128176736,0.920515466,2.096107382,3.144799584
462,3,54,43001,55,Bafog,13,2,13,2,sup,,,Conceveiba,guianensis,Conceveiba_guianensis,TF,Generalist,3.6493,3.8892,1.6262,,1.391587751,831,156.466058,6.472112491,-1.60782,221.321512,0.097782662,0.594019779,1.741937788,2.433740229
463,3,54,42991,45,Bafog,18,3,12,3,middle,,,Bocoa,prouacensis,Bocoa_prouacensis,TF,Generalist,0.9139,0.9702,0.4855,,0.998352214,764,83.21340212,5.246635168,-1.65576,83.76874879,0.192652352,0.891719095,1.403843875,2.488215322
464,3,54,43017,72,Bafog,21,3,20,3,sup,,,Jacaranda,copaia,Jacaranda_copaia subsp. copaia,TF,Generalist,0.7109,0.7429,0.2808,,1.645655271,863,26.86637268,5.73599635,,34.89974492,0.337855286,1.303790868,3.403158321,5.044804476
464,3,54,43017,72,Bafog,21,3,20,3,sup,,,Jacaranda,copaia,Jacaranda_copaia subsp. copaia,TF,Generalist,0.7109,0.7429,0.2808,,1.645655271,863,26.86637268,5.73599635,,34.89974492,0.337855286,1.303790868,3.403158321,5.044804476
464,3,54,43017,72,Bafog,21,3,20,3,sup,,,Jacaranda,copaia,Jacaranda_copaia subsp. copaia,TF,Generalist,0.7109,0.7429,0.2808,,1.645655271,863,26.86637268,5.73599635,,34.89974492,0.337855286,1.303790868,3.403158321,5.044804476
465,3,12,41503,65,Bafog,9,3,9,3,sup,pas BF,,Jacaranda,copaia,Jacaranda_copaia subsp. copaia,TF,Generalist,0.3572,0.3989,0.1338,,1.981315396,746,26.5257156,15.38961429,-1.52792,38.6094815,0.308834723,1.382901324,2.59006192,4.281797966
466,3,12,15361,24,Bafog,28,3,25,2,inf,en limite BF,,Virola,michelii,Virola_michelii,BF,Generalist,0.5848,0.611,0.284,,1.151408451,761,44.85463055,11.06102568,-1.64777,62.19380351,0.286218902,1.522955124,4.164770112,5.973944139
467,2,1,33216,40,Bafog,13,2,10,2,sup,,,Casearia,javitensis,Casearia_javitensis,TF,TF,1.8013,1.8531,0.9604,,0.929508538,822,81.39444659,2.39452527,-1.88747,78.97783474,0.196065856,0.921293699,0.995294073,2.112653628
468,2,1,33214,38,Bafog,12,2,12,2,sup,,,Conceveiba,guianensis,Conceveiba_guianensis,TF,Generalist,2.4358,2.5098,1.176,,1.134183673,824,112.6704097,2.231299054,-1.60782,159.8560168,0.153031979,0.66369764,1.577329072,2.39405869
469,2,8,10616,29,Bafog,18,3,15,3,middle,,,Bocoa,prouacensis,Bocoa_prouacensis,TF,Generalist,1.2014,1.2357,0.5678,,1.17629447,835,62.66758132,3.127806018,-1.60782,59.88175776,0.228292276,1.250520417,2.279545674,3.758358366
470,2,8,3856,4,Bafog,28,4,28,4,sup,,,Jacaranda,copaia,Jacaranda_copaia subsp. copaia,TF,Generalist,0.4125,0.4334,0.1935,,1.239793282,795,14.56476674,8.073148649,,20.9994937,0.388144759,1.513728555,4.255476373,6.157349687
470,2,8,3856,4,Bafog,28,4,28,4,sup,,,Jacaranda,copaia,Jacaranda_copaia subsp. copaia,TF,Generalist,0.4125,0.4334,0.1935,,1.239793282,795,14.56476674,8.073148649,,20.9994937,0.388144759,1.513728555,4.255476373,6.157349687
471,2,15,33461,34,Bafog,17,4,17,4,sup,,,Casearia,javitensis,Casearia_javitensis,TF,TF,1.6833,1.8245,0.9168,,0.990074171,795,129.176909,4.770520418,,130.5789147,0.167358234,0.776789146,1.026455243,1.970602623
471,2,15,33461,34,Bafog,17,4,17,4,sup,,,Casearia,javitensis,Casearia_javitensis,TF,TF,1.6833,1.8245,0.9168,,0.990074171,795,129.176909,4.770520418,,130.5789147,0.167358234,0.776789146,1.026455243,1.970602623
472,2,16,1012,17,Bafog,14,1,14,2,sup,,,Bocoa,prouacensis,Bocoa_prouacensis,TF,Generalist,0.5313,0.5571,0.2643,,1.107832009,794,58.86370284,6.634210443,-1.63179,58.91692854,0.242479118,1.181607284,2.201353106,3.625439508
473,4,16,4215,6,Bafog,12,1,11,2,middle,,,Licania,membranacea,Licania_membranacea,TF,TF,0.6559,0.7063,0.3201,,1.206497969,824,23.49337287,8.341654255,-1.723675,30.28527261,0.31040268,1.475558704,1.698853203,3.484814588
